symbol,date,time,signal,trade_return,daily_pnl,cum_pnl
AAPL,2025-08-25,09:59,SELL,-0.001,-0.002,0.008
AAPL,2025-08-25,10:00,SELL,-0.001,-0.003,0.007
AAPL,2025-08-25,10:01,HOLD,0,-0.003,0.007
AAPL,2025-08-25,10:02,BUY,0.001,-0.002,0.008
AAPL,2025-08-25,10:03,HOLD,0,-0.002,0.008
AAPL,2025-08-25,10:04,HOLD,0,-0.002,0.008
AAPL,2025-08-25,10:05,HOLD,0,-0.002,0.008
AAPL,2025-08-25,10:06,HOLD,0,-0.002,0.008
AAPL,2025-08-25,10:07,HOLD,0,-0.002,0.008
AAPL,2025-08-25,10:08,HOLD,0,-0.002,0.008
AAPL,2025-08-25,10:09,BUY,0.001,-0.001,0.009000000000000001
AAPL,2025-08-25,10:10,BUY,0.001,0.0,0.010000000000000002
AAPL,2025-08-25,10:11,HOLD,0,0.0,0.010000000000000002
AAPL,2025-08-25,10:12,HOLD,0,0.0,0.010000000000000002
AAPL,2025-08-25,10:13,HOLD,0,0.0,0.010000000000000002
AAPL,2025-08-25,10:14,HOLD,0,0.0,0.010000000000000002
AAPL,2025-08-25,10:15,SELL,-0.001,-0.001,0.009000000000000001
AAPL,2025-08-25,10:16,HOLD,0,-0.001,0.009000000000000001
AAPL,2025-08-25,10:17,HOLD,0,-0.001,0.009000000000000001
AAPL,2025-08-25,10:18,HOLD,0,-0.001,0.009000000000000001
AAPL,2025-08-25,10:19,BUY,0.001,0.0,0.010000000000000002
AAPL,2025-08-25,10:20,HOLD,0,0.0,0.010000000000000002
AAPL,2025-08-25,10:21,HOLD,0,0.0,0.010000000000000002
AAPL,2025-08-25,10:22,HOLD,0,0.0,0.010000000000000002
AAPL,2025-08-25,10:23,SELL,-0.001,-0.001,0.009000000000000001
AAPL,2025-08-25,10:24,HOLD,0,-0.001,0.009000000000000001
AAPL,2025-08-25,10:25,HOLD,0,-0.001,0.009000000000000001
AAPL,2025-08-25,10:26,SELL,-0.001,-0.002,0.008
AAPL,2025-08-25,10:27,SELL,-0.001,-0.003,0.007
AAPL,2025-08-25,10:28,HOLD,0,-0.003,0.007
AAPL,2025-08-25,10:29,BUY,0.001,-0.002,0.008
AAPL,2025-08-25,10:30,BUY,0.001,-0.001,0.009000000000000001
AAPL,2025-08-25,10:31,HOLD,0,-0.001,0.009000000000000001
AAPL,2025-08-25,10:32,HOLD,0,-0.001,0.009000000000000001
AAPL,2025-08-25,10:33,HOLD,0,-0.001,0.009000000000000001
AAPL,2025-08-25,10:34,HOLD,0,-0.001,0.009000000000000001
AAPL,2025-08-25,10:35,SELL,-0.001,-0.002,0.008
AAPL,2025-08-25,10:36,HOLD,0,-0.002,0.008
AAPL,2025-08-25,10:37,SELL,-0.001,-0.003,0.007
AAPL,2025-08-25,10:38,HOLD,0,-0.003,0.007
AAPL,2025-08-25,10:39,BUY,0.001,-0.002,0.008
AAPL,2025-08-25,10:40,HOLD,0,-0.002,0.008
AAPL,2025-08-25,10:41,SELL,-0.001,-0.003,0.007
AAPL,2025-08-25,10:42,HOLD,0,-0.003,0.007
AAPL,2025-08-25,10:43,HOLD,0,-0.003,0.007
AAPL,2025-08-25,10:44,HOLD,0,-0.003,0.007
AAPL,2025-08-25,10:45,BUY,0.001,-0.002,0.008
AAPL,2025-08-25,10:46,HOLD,0,-0.002,0.008
AAPL,2025-08-25,10:47,HOLD,0,-0.002,0.008
AAPL,2025-08-25,10:48,HOLD,0,-0.002,0.008
AAPL,2025-08-25,10:49,HOLD,0,-0.002,0.008
AAPL,2025-08-25,10:50,HOLD,0,-0.002,0.008
AAPL,2025-08-25,10:51,HOLD,0,-0.002,0.008
AAPL,2025-08-25,10:52,HOLD,0,-0.002,0.008
AAPL,2025-08-25,10:53,HOLD,0,-0.002,0.008
AAPL,2025-08-25,10:54,HOLD,0,-0.002,0.008
AAPL,2025-08-25,10:55,SELL,-0.001,-0.003,0.007
AAPL,2025-08-25,10:56,HOLD,0,-0.003,0.007
AAPL,2025-08-25,10:57,HOLD,0,-0.003,0.007
AAPL,2025-08-25,10:58,HOLD,0,-0.003,0.007
AAPL,2025-08-25,10:59,SELL,-0.001,-0.004,0.006
AAPL,2025-08-25,11:00,HOLD,0,-0.004,0.006
AAPL,2025-08-25,11:01,HOLD,0,-0.004,0.006
AAPL,2025-08-25,11:02,SELL,-0.001,-0.005,0.005
AAPL,2025-08-25,11:03,SELL,-0.001,-0.006,0.004
AAPL,2025-08-25,11:04,SELL,-0.001,-0.007,0.003
AAPL,2025-08-25,11:05,SELL,-0.001,-0.008,0.002
AAPL,2025-08-25,11:06,HOLD,0,-0.008,0.002
AAPL,2025-08-25,11:07,HOLD,0,-0.008,0.002
AAPL,2025-08-25,11:08,HOLD,0,-0.008,0.002
AAPL,2025-08-25,11:09,BUY,0.001,-0.007,0.003
AAPL,2025-08-25,11:10,BUY,0.001,-0.006,0.004
AAPL,2025-08-25,11:11,HOLD,0,-0.006,0.004
AAPL,2025-08-25,11:12,SELL,-0.001,-0.007,0.003
AAPL,2025-08-25,11:13,SELL,-0.001,-0.008,0.002
AAPL,2025-08-25,11:14,HOLD,0,-0.008,0.002
AAPL,2025-08-25,11:15,SELL,-0.001,-0.009000000000000001,0.001
AAPL,2025-08-25,11:16,SELL,-0.001,-0.010000000000000002,0.0
AAPL,2025-08-25,11:17,HOLD,0,-0.010000000000000002,0.0
AAPL,2025-08-25,11:18,HOLD,0,-0.010000000000000002,0.0
AAPL,2025-08-25,11:19,HOLD,0,-0.010000000000000002,0.0
AAPL,2025-08-25,11:20,SELL,-0.001,-0.011000000000000003,-0.001
AAPL,2025-08-25,11:21,HOLD,0,-0.011000000000000003,-0.001
AAPL,2025-08-25,11:22,HOLD,0,-0.011000000000000003,-0.001
AAPL,2025-08-25,11:23,BUY,0.001,-0.010000000000000002,0.0
AAPL,2025-08-25,11:24,HOLD,0,-0.010000000000000002,0.0
AAPL,2025-08-25,11:25,HOLD,0,-0.010000000000000002,0.0
AAPL,2025-08-25,11:26,SELL,-0.001,-0.011000000000000003,-0.001
AAPL,2025-08-25,11:27,SELL,-0.001,-0.012000000000000004,-0.002
AAPL,2025-08-25,11:28,HOLD,0,-0.012000000000000004,-0.002
AAPL,2025-08-25,11:29,BUY,0.001,-0.011000000000000003,-0.001
AAPL,2025-08-25,11:30,HOLD,0,-0.011000000000000003,-0.001
AAPL,2025-08-25,11:31,SELL,-0.001,-0.012000000000000004,-0.002
AAPL,2025-08-25,11:32,HOLD,0,-0.012000000000000004,-0.002
AAPL,2025-08-25,11:33,SELL,-0.001,-0.013000000000000005,-0.003
AAPL,2025-08-25,11:34,SELL,-0.001,-0.014000000000000005,-0.004
AAPL,2025-08-25,11:35,HOLD,0,-0.014000000000000005,-0.004
AAPL,2025-08-25,11:36,HOLD,0,-0.014000000000000005,-0.004
AAPL,2025-08-25,11:37,SELL,-0.001,-0.015000000000000006,-0.005
AAPL,2025-08-25,11:38,HOLD,0,-0.015000000000000006,-0.005
AAPL,2025-08-25,11:39,HOLD,0,-0.015000000000000006,-0.005
AAPL,2025-08-25,11:40,SELL,-0.001,-0.016000000000000007,-0.006
AAPL,2025-08-25,11:41,SELL,-0.001,-0.017000000000000008,-0.007
AAPL,2025-08-25,11:42,HOLD,0,-0.017000000000000008,-0.007
AAPL,2025-08-25,11:43,SELL,-0.001,-0.01800000000000001,-0.008
AAPL,2025-08-25,11:44,HOLD,0,-0.01800000000000001,-0.008
AAPL,2025-08-25,11:45,HOLD,0,-0.01800000000000001,-0.008
AAPL,2025-08-25,11:46,HOLD,0,-0.01800000000000001,-0.008
AAPL,2025-08-25,11:47,BUY,0.001,-0.017000000000000008,-0.007
AAPL,2025-08-25,11:48,HOLD,0,-0.017000000000000008,-0.007
AAPL,2025-08-25,11:49,BUY,0.001,-0.016000000000000007,-0.006
AAPL,2025-08-25,11:50,BUY,0.001,-0.015000000000000006,-0.005
AAPL,2025-08-25,11:51,HOLD,0,-0.015000000000000006,-0.005
AAPL,2025-08-25,11:52,HOLD,0,-0.015000000000000006,-0.005
AAPL,2025-08-25,11:53,HOLD,0,-0.015000000000000006,-0.005
AAPL,2025-08-25,11:54,SELL,-0.001,-0.016000000000000007,-0.006
AAPL,2025-08-25,11:55,HOLD,0,-0.016000000000000007,-0.006
AAPL,2025-08-25,11:56,BUY,0.001,-0.015000000000000006,-0.005
AAPL,2025-08-25,11:57,HOLD,0,-0.015000000000000006,-0.005
AAPL,2025-08-25,11:58,SELL,-0.001,-0.016000000000000007,-0.006
AAPL,2025-08-25,11:59,HOLD,0,-0.016000000000000007,-0.006
AAPL,2025-08-25,12:00,HOLD,0,-0.016000000000000007,-0.006
AAPL,2025-08-25,12:01,BUY,0.001,-0.015000000000000006,-0.005
AAPL,2025-08-25,12:02,HOLD,0,-0.015000000000000006,-0.005
AAPL,2025-08-25,12:03,HOLD,0,-0.015000000000000006,-0.005
AAPL,2025-08-25,12:04,HOLD,0,-0.015000000000000006,-0.005
AAPL,2025-08-25,12:05,BUY,0.001,-0.014000000000000005,-0.004
AAPL,2025-08-25,12:06,BUY,0.001,-0.013000000000000005,-0.003
AAPL,2025-08-25,12:07,BUY,0.001,-0.012000000000000004,-0.002
AAPL,2025-08-25,12:08,HOLD,0,-0.012000000000000004,-0.002
AAPL,2025-08-25,12:09,BUY,0.001,-0.011000000000000003,-0.001
AAPL,2025-08-25,12:10,BUY,0.001,-0.010000000000000002,0.0
AAPL,2025-08-25,12:11,HOLD,0,-0.010000000000000002,0.0
AAPL,2025-08-25,12:12,HOLD,0,-0.010000000000000002,0.0
AAPL,2025-08-25,12:13,HOLD,0,-0.010000000000000002,0.0
AAPL,2025-08-25,12:14,HOLD,0,-0.010000000000000002,0.0
AAPL,2025-08-25,12:15,SELL,-0.001,-0.011000000000000003,-0.001
AAPL,2025-08-25,12:16,SELL,-0.001,-0.012000000000000004,-0.002
AAPL,2025-08-25,12:17,SELL,-0.001,-0.013000000000000005,-0.003
AAPL,2025-08-25,12:18,SELL,-0.001,-0.014000000000000005,-0.004
AAPL,2025-08-25,12:19,HOLD,0,-0.014000000000000005,-0.004
AAPL,2025-08-25,12:20,HOLD,0,-0.014000000000000005,-0.004
AAPL,2025-08-25,12:21,HOLD,0,-0.014000000000000005,-0.004
AAPL,2025-08-25,12:22,HOLD,0,-0.014000000000000005,-0.004
AAPL,2025-08-25,12:23,HOLD,0,-0.014000000000000005,-0.004
AAPL,2025-08-25,12:24,HOLD,0,-0.014000000000000005,-0.004
AAPL,2025-08-25,12:25,HOLD,0,-0.014000000000000005,-0.004
AAPL,2025-08-25,12:26,BUY,0.001,-0.013000000000000005,-0.003
AAPL,2025-08-25,12:27,HOLD,0,-0.013000000000000005,-0.003
AAPL,2025-08-25,12:28,HOLD,0,-0.013000000000000005,-0.003
AAPL,2025-08-25,12:29,HOLD,0,-0.013000000000000005,-0.003
AAPL,2025-08-25,12:30,SELL,-0.001,-0.014000000000000005,-0.004
AAPL,2025-08-25,12:31,HOLD,0,-0.014000000000000005,-0.004
AAPL,2025-08-25,12:32,HOLD,0,-0.014000000000000005,-0.004
AAPL,2025-08-25,12:33,HOLD,0,-0.014000000000000005,-0.004
AAPL,2025-08-25,12:34,HOLD,0,-0.014000000000000005,-0.004
AAPL,2025-08-25,12:35,HOLD,0,-0.014000000000000005,-0.004
AAPL,2025-08-25,12:36,SELL,-0.001,-0.015000000000000006,-0.005
AAPL,2025-08-25,12:37,HOLD,0,-0.015000000000000006,-0.005
AAPL,2025-08-25,12:38,HOLD,0,-0.015000000000000006,-0.005
AAPL,2025-08-25,12:39,BUY,0.001,-0.014000000000000005,-0.004
AAPL,2025-08-25,12:40,HOLD,0,-0.014000000000000005,-0.004
AAPL,2025-08-25,12:41,BUY,0.001,-0.013000000000000005,-0.003
AAPL,2025-08-25,12:42,HOLD,0,-0.013000000000000005,-0.003
AAPL,2025-08-25,12:43,HOLD,0,-0.013000000000000005,-0.003
AAPL,2025-08-25,12:44,BUY,0.001,-0.012000000000000004,-0.002
AAPL,2025-08-25,12:45,HOLD,0,-0.012000000000000004,-0.002
AAPL,2025-08-25,12:46,SELL,-0.001,-0.013000000000000005,-0.003
AAPL,2025-08-25,12:47,HOLD,0,-0.013000000000000005,-0.003
AAPL,2025-08-25,12:48,HOLD,0,-0.013000000000000005,-0.003
AAPL,2025-08-25,12:49,HOLD,0,-0.013000000000000005,-0.003
AAPL,2025-08-25,12:50,SELL,-0.001,-0.014000000000000005,-0.004
AAPL,2025-08-25,12:51,HOLD,0,-0.014000000000000005,-0.004
AAPL,2025-08-25,12:52,HOLD,0,-0.014000000000000005,-0.004
AAPL,2025-08-25,12:53,SELL,-0.001,-0.015000000000000006,-0.005
AAPL,2025-08-25,12:54,HOLD,0,-0.015000000000000006,-0.005
AAPL,2025-08-25,12:55,HOLD,0,-0.015000000000000006,-0.005
AAPL,2025-08-25,12:56,HOLD,0,-0.015000000000000006,-0.005
AAPL,2025-08-25,12:57,SELL,-0.001,-0.016000000000000007,-0.006
AAPL,2025-08-25,12:58,HOLD,0,-0.016000000000000007,-0.006
AAPL,2025-08-25,12:59,SELL,-0.001,-0.017000000000000008,-0.007
AAPL,2025-08-25,13:00,BUY,0.001,-0.016000000000000007,-0.006
AAPL,2025-08-25,13:01,SELL,-0.001,-0.017000000000000008,-0.007
AAPL,2025-08-25,13:02,HOLD,0,-0.017000000000000008,-0.007
AAPL,2025-08-25,13:03,BUY,0.001,-0.016000000000000007,-0.006
AAPL,2025-08-25,13:04,HOLD,0,-0.016000000000000007,-0.006
AAPL,2025-08-25,13:05,SELL,-0.001,-0.017000000000000008,-0.007
AAPL,2025-08-25,13:06,SELL,-0.001,-0.01800000000000001,-0.008
AAPL,2025-08-25,13:07,BUY,0.001,-0.017000000000000008,-0.007
AAPL,2025-08-25,13:08,HOLD,0,-0.017000000000000008,-0.007
AAPL,2025-08-25,13:09,HOLD,0,-0.017000000000000008,-0.007
AAPL,2025-08-25,13:10,SELL,-0.001,-0.01800000000000001,-0.008
AAPL,2025-08-25,13:11,HOLD,0,-0.01800000000000001,-0.008
AAPL,2025-08-25,13:13,HOLD,0,-0.01800000000000001,-0.008
AAPL,2025-08-25,13:14,HOLD,0,-0.01800000000000001,-0.008
AAPL,2025-08-25,13:15,HOLD,0,-0.01800000000000001,-0.008
AAPL,2025-08-25,13:19,HOLD,0,-0.01800000000000001,-0.008
AAPL,2025-08-25,13:20,BUY,0.001,-0.017000000000000008,-0.007
AAPL,2025-08-25,13:26,HOLD,0,-0.017000000000000008,-0.007
AAPL,2025-08-25,13:27,SELL,-0.001,-0.01800000000000001,-0.008
AAPL,2025-08-25,13:28,SELL,-0.001,-0.01900000000000001,-0.009000000000000001
AAPL,2025-08-25,13:29,HOLD,0,-0.01900000000000001,-0.009000000000000001
AAPL,2025-08-25,13:30,HOLD,0,-0.01900000000000001,-0.009000000000000001
AAPL,2025-08-25,13:31,HOLD,0,-0.01900000000000001,-0.009000000000000001
AAPL,2025-08-25,13:33,SELL,-0.001,-0.02000000000000001,-0.010000000000000002
AAPL,2025-08-25,13:34,BUY,0.001,-0.01900000000000001,-0.009000000000000001
AAPL,2025-08-25,13:36,SELL,-0.001,-0.02000000000000001,-0.010000000000000002
AAPL,2025-08-25,13:37,HOLD,0,-0.02000000000000001,-0.010000000000000002
AAPL,2025-08-25,13:43,HOLD,0,-0.02000000000000001,-0.010000000000000002
AAPL,2025-08-25,13:44,HOLD,0,-0.02000000000000001,-0.010000000000000002
AAPL,2025-08-25,13:49,SELL,-0.001,-0.02100000000000001,-0.011000000000000003
AAPL,2025-08-25,13:51,HOLD,0,-0.02100000000000001,-0.011000000000000003
AAPL,2025-08-25,13:53,BUY,0.001,-0.02000000000000001,-0.010000000000000002
AAPL,2025-08-25,13:55,HOLD,0,-0.02000000000000001,-0.010000000000000002
AAPL,2025-08-25,13:56,HOLD,0,-0.02000000000000001,-0.010000000000000002
AAPL,2025-08-25,13:58,HOLD,0,-0.02000000000000001,-0.010000000000000002
AAPL,2025-08-25,13:59,BUY,0.001,-0.01900000000000001,-0.009000000000000001
AAPL,2025-08-25,14:00,HOLD,0,-0.01900000000000001,-0.009000000000000001
AAPL,2025-08-25,14:01,HOLD,0,-0.01900000000000001,-0.009000000000000001
AAPL,2025-08-25,14:02,HOLD,0,-0.01900000000000001,-0.009000000000000001
AAPL,2025-08-25,14:03,SELL,-0.001,-0.02000000000000001,-0.010000000000000002
AAPL,2025-08-25,14:04,HOLD,0,-0.02000000000000001,-0.010000000000000002
AAPL,2025-08-25,14:07,HOLD,0,-0.02000000000000001,-0.010000000000000002
AAPL,2025-08-25,14:10,SELL,-0.001,-0.02100000000000001,-0.011000000000000003
AAPL,2025-08-25,14:12,HOLD,0,-0.02100000000000001,-0.011000000000000003
AAPL,2025-08-25,14:13,HOLD,0,-0.02100000000000001,-0.011000000000000003
AAPL,2025-08-25,14:14,BUY,0.001,-0.02000000000000001,-0.010000000000000002
AAPL,2025-08-25,14:15,HOLD,0,-0.02000000000000001,-0.010000000000000002
AAPL,2025-08-25,14:16,HOLD,0,-0.02000000000000001,-0.010000000000000002
AAPL,2025-08-25,14:19,HOLD,0,-0.02000000000000001,-0.010000000000000002
AAPL,2025-08-25,14:21,BUY,0.001,-0.01900000000000001,-0.009000000000000001
AAPL,2025-08-25,14:25,HOLD,0,-0.01900000000000001,-0.009000000000000001
AAPL,2025-08-25,14:31,HOLD,0,-0.01900000000000001,-0.009000000000000001
AAPL,2025-08-25,14:32,SELL,-0.001,-0.02000000000000001,-0.010000000000000002
AAPL,2025-08-25,14:33,SELL,-0.001,-0.02100000000000001,-0.011000000000000003
AAPL,2025-08-25,14:34,HOLD,0,-0.02100000000000001,-0.011000000000000003
AAPL,2025-08-25,14:35,HOLD,0,-0.02100000000000001,-0.011000000000000003
AAPL,2025-08-25,14:39,SELL,-0.001,-0.022000000000000013,-0.012000000000000004
AAPL,2025-08-25,14:41,HOLD,0,-0.022000000000000013,-0.012000000000000004
AAPL,2025-08-25,14:42,BUY,0.001,-0.02100000000000001,-0.011000000000000003
AAPL,2025-08-25,14:45,HOLD,0,-0.02100000000000001,-0.011000000000000003
AAPL,2025-08-25,14:46,SELL,-0.001,-0.022000000000000013,-0.012000000000000004
AAPL,2025-08-25,14:47,SELL,-0.001,-0.023000000000000013,-0.013000000000000005
AAPL,2025-08-25,14:50,BUY,0.001,-0.022000000000000013,-0.012000000000000004
AAPL,2025-08-25,14:56,HOLD,0,-0.022000000000000013,-0.012000000000000004
AAPL,2025-08-25,14:57,HOLD,0,-0.022000000000000013,-0.012000000000000004
AAPL,2025-08-25,14:59,BUY,0.001,-0.02100000000000001,-0.011000000000000003
AAPL,2025-08-25,15:00,BUY,0.001,-0.02000000000000001,-0.010000000000000002
AAPL,2025-08-25,15:03,BUY,0.001,-0.01900000000000001,-0.009000000000000001
AAPL,2025-08-25,15:05,HOLD,0,-0.01900000000000001,-0.009000000000000001
AAPL,2025-08-25,15:06,BUY,0.001,-0.01800000000000001,-0.008
AAPL,2025-08-25,15:07,BUY,0.001,-0.017000000000000008,-0.007
AAPL,2025-08-25,15:09,SELL,-0.001,-0.01800000000000001,-0.008
AAPL,2025-08-25,15:13,HOLD,0,-0.01800000000000001,-0.008
AAPL,2025-08-25,15:15,BUY,0.001,-0.017000000000000008,-0.007
AAPL,2025-08-25,15:18,HOLD,0,-0.017000000000000008,-0.007
AAPL,2025-08-25,15:26,HOLD,0,-0.017000000000000008,-0.007
AAPL,2025-08-25,15:33,SELL,-0.001,-0.01800000000000001,-0.008
AAPL,2025-08-25,15:37,HOLD,0,-0.01800000000000001,-0.008
AAPL,2025-08-25,15:42,HOLD,0,-0.01800000000000001,-0.008
AAPL,2025-08-25,15:45,HOLD,0,-0.01800000000000001,-0.008
AAPL,2025-08-25,15:48,SELL,-0.001,-0.01900000000000001,-0.009000000000000001
AAPL,2025-08-25,15:56,SELL,-0.001,-0.02000000000000001,-0.010000000000000002
AAPL,2025-08-25,16:01,BUY,0.001,-0.01900000000000001,-0.009000000000000001
AAPL,2025-08-25,16:02,BUY,0.001,-0.01800000000000001,-0.008
AAPL,2025-08-25,16:06,SELL,-0.001,-0.01900000000000001,-0.009000000000000001
AAPL,2025-08-25,16:07,HOLD,0,-0.01900000000000001,-0.009000000000000001
AAPL,2025-08-25,16:11,HOLD,0,-0.01900000000000001,-0.009000000000000001
AAPL,2025-08-25,16:13,BUY,0.001,-0.01800000000000001,-0.008
AAPL,2025-08-25,16:17,HOLD,0,-0.01800000000000001,-0.008
AAPL,2025-08-25,16:22,SELL,-0.001,-0.01900000000000001,-0.009000000000000001
AAPL,2025-08-25,16:24,SELL,-0.001,-0.02000000000000001,-0.010000000000000002
AAPL,2025-08-25,16:25,BUY,0.001,-0.01900000000000001,-0.009000000000000001
AAPL,2025-08-25,16:26,SELL,-0.001,-0.02000000000000001,-0.010000000000000002
AAPL,2025-08-25,16:30,HOLD,0,-0.02000000000000001,-0.010000000000000002
AAPL,2025-08-25,16:31,HOLD,0,-0.02000000000000001,-0.010000000000000002
AAPL,2025-08-25,16:36,BUY,0.001,-0.01900000000000001,-0.009000000000000001
AAPL,2025-08-25,16:38,HOLD,0,-0.01900000000000001,-0.009000000000000001
AAPL,2025-08-25,16:41,HOLD,0,-0.01900000000000001,-0.009000000000000001
AAPL,2025-08-25,16:43,HOLD,0,-0.01900000000000001,-0.009000000000000001
AAPL,2025-08-25,16:47,HOLD,0,-0.01900000000000001,-0.009000000000000001
AAPL,2025-08-25,16:48,HOLD,0,-0.01900000000000001,-0.009000000000000001
AAPL,2025-08-25,16:58,HOLD,0,-0.01900000000000001,-0.009000000000000001
AAPL,2025-08-26,01:02,HOLD,0,0.0,-0.009000000000000001
AAPL,2025-08-26,01:03,HOLD,0,0.0,-0.009000000000000001
AAPL,2025-08-26,01:12,BUY,0.001,0.001,-0.008
AAPL,2025-08-26,01:19,BUY,0.001,0.002,-0.007
AAPL,2025-08-26,01:22,SELL,-0.001,0.001,-0.008
AAPL,2025-08-26,01:39,SELL,-0.001,0.0,-0.009000000000000001
AAPL,2025-08-26,02:16,BUY,0.001,0.001,-0.008
AAPL,2025-08-26,02:26,HOLD,0,0.001,-0.008
AAPL,2025-08-26,02:37,BUY,0.001,0.002,-0.007
AAPL,2025-08-26,02:58,HOLD,0,0.002,-0.007
AAPL,2025-08-26,03:00,HOLD,0,0.002,-0.007
AAPL,2025-08-26,03:07,HOLD,0,0.002,-0.007
AAPL,2025-08-26,03:12,HOLD,0,0.002,-0.007
AAPL,2025-08-26,03:21,SELL,-0.001,0.001,-0.008
AAPL,2025-08-26,03:23,SELL,-0.001,0.0,-0.009000000000000001
AAPL,2025-08-26,03:25,HOLD,0,0.0,-0.009000000000000001
AAPL,2025-08-26,03:33,BUY,0.001,0.001,-0.008
AAPL,2025-08-26,03:35,BUY,0.001,0.002,-0.007
AAPL,2025-08-26,03:47,SELL,-0.001,0.001,-0.008
AAPL,2025-08-26,04:00,HOLD,0,0.001,-0.008
AAPL,2025-08-26,04:01,HOLD,0,0.001,-0.008
AAPL,2025-08-26,04:05,SELL,-0.001,0.0,-0.009000000000000001
AAPL,2025-08-26,04:06,SELL,-0.001,-0.001,-0.010000000000000002
AAPL,2025-08-26,04:11,HOLD,0,-0.001,-0.010000000000000002
AAPL,2025-08-26,04:12,SELL,-0.001,-0.002,-0.011000000000000003
AAPL,2025-08-26,04:16,SELL,-0.001,-0.003,-0.012000000000000004
AAPL,2025-08-26,04:19,HOLD,0,-0.003,-0.012000000000000004
AAPL,2025-08-26,04:20,HOLD,0,-0.003,-0.012000000000000004
AAPL,2025-08-26,04:22,SELL,-0.001,-0.004,-0.013000000000000005
AAPL,2025-08-26,04:24,SELL,-0.001,-0.005,-0.014000000000000005
AAPL,2025-08-26,04:26,HOLD,0,-0.005,-0.014000000000000005
AAPL,2025-08-26,04:31,SELL,-0.001,-0.006,-0.015000000000000006
AAPL,2025-08-26,04:33,HOLD,0,-0.006,-0.015000000000000006
AAPL,2025-08-26,04:38,BUY,0.001,-0.005,-0.014000000000000005
AAPL,2025-08-26,04:46,HOLD,0,-0.005,-0.014000000000000005
AAPL,2025-08-26,04:54,HOLD,0,-0.005,-0.014000000000000005
AAPL,2025-08-26,05:00,BUY,0.001,-0.004,-0.013000000000000005
AAPL,2025-08-26,05:01,HOLD,0,-0.004,-0.013000000000000005
AAPL,2025-08-26,05:02,HOLD,0,-0.004,-0.013000000000000005
AAPL,2025-08-26,05:03,SELL,-0.001,-0.005,-0.014000000000000005
AAPL,2025-08-26,05:06,HOLD,0,-0.005,-0.014000000000000005
AAPL,2025-08-26,05:07,SELL,-0.001,-0.006,-0.015000000000000006
AAPL,2025-08-26,05:08,HOLD,0,-0.006,-0.015000000000000006
AAPL,2025-08-26,05:11,BUY,0.001,-0.005,-0.014000000000000005
AAPL,2025-08-26,05:14,SELL,-0.001,-0.006,-0.015000000000000006
AAPL,2025-08-26,05:15,HOLD,0,-0.006,-0.015000000000000006
AAPL,2025-08-26,05:18,HOLD,0,-0.006,-0.015000000000000006
AAPL,2025-08-26,05:19,HOLD,0,-0.006,-0.015000000000000006
AAPL,2025-08-26,05:20,SELL,-0.001,-0.007,-0.016000000000000007
AAPL,2025-08-26,05:21,SELL,-0.001,-0.008,-0.017000000000000008
AAPL,2025-08-26,05:22,BUY,0.001,-0.007,-0.016000000000000007
AAPL,2025-08-26,05:26,SELL,-0.001,-0.008,-0.017000000000000008
AAPL,2025-08-26,05:27,BUY,0.001,-0.007,-0.016000000000000007
AAPL,2025-08-26,05:29,BUY,0.001,-0.006,-0.015000000000000006
AAPL,2025-08-26,05:32,BUY,0.001,-0.005,-0.014000000000000005
AAPL,2025-08-26,05:33,HOLD,0,-0.005,-0.014000000000000005
AAPL,2025-08-26,05:34,HOLD,0,-0.005,-0.014000000000000005
AAPL,2025-08-26,05:37,HOLD,0,-0.005,-0.014000000000000005
AAPL,2025-08-26,05:38,SELL,-0.001,-0.006,-0.015000000000000006
AAPL,2025-08-26,05:41,HOLD,0,-0.006,-0.015000000000000006
AAPL,2025-08-26,05:43,HOLD,0,-0.006,-0.015000000000000006
AAPL,2025-08-26,05:45,SELL,-0.001,-0.007,-0.016000000000000007
AAPL,2025-08-26,05:46,BUY,0.001,-0.006,-0.015000000000000006
AAPL,2025-08-26,05:49,HOLD,0,-0.006,-0.015000000000000006
AAPL,2025-08-26,05:53,HOLD,0,-0.006,-0.015000000000000006
AAPL,2025-08-26,05:54,SELL,-0.001,-0.007,-0.016000000000000007
AAPL,2025-08-26,05:55,HOLD,0,-0.007,-0.016000000000000007
AAPL,2025-08-26,05:57,HOLD,0,-0.007,-0.016000000000000007
AAPL,2025-08-26,05:58,SELL,-0.001,-0.008,-0.017000000000000008
AAPL,2025-08-26,05:59,HOLD,0,-0.008,-0.017000000000000008
AAPL,2025-08-26,06:00,BUY,0.001,-0.007,-0.016000000000000007
AAPL,2025-08-26,06:04,HOLD,0,-0.007,-0.016000000000000007
AAPL,2025-08-26,06:05,HOLD,0,-0.007,-0.016000000000000007
AAPL,2025-08-26,06:06,HOLD,0,-0.007,-0.016000000000000007
AAPL,2025-08-26,06:07,BUY,0.001,-0.006,-0.015000000000000006
AAPL,2025-08-26,06:09,HOLD,0,-0.006,-0.015000000000000006
AAPL,2025-08-26,06:10,BUY,0.001,-0.005,-0.014000000000000005
AAPL,2025-08-26,06:11,HOLD,0,-0.005,-0.014000000000000005
AAPL,2025-08-26,06:12,BUY,0.001,-0.004,-0.013000000000000005
AAPL,2025-08-26,06:14,BUY,0.001,-0.003,-0.012000000000000004
AAPL,2025-08-26,06:15,HOLD,0,-0.003,-0.012000000000000004
