"region","videoId","publishedAt","channelId","channelTitle","title","description","url"
"TW","6Ac38LzXj3A","2024-09-24T12:00:08Z","UC8ue0lXRPv8cqyI9W26BtBg","Master ORDER FLOW TRADING in Less than ONE HOUR!","Master ORDER FLOW TRADING in Less than ONE HOUR!","Master order flow trading in record time! Fractal Trading - Mastering Price Action & Beyond shopping cart: ...","https://www.youtube.com/watch?v=6Ac38LzXj3A"
"TW","3VeCDeQPJDE","2022-02-17T16:29:07Z","UCOtm57EUdtsWqQY7xtfTUBA","One UNIQUE Technique for All IELTS READING PASSAGES By Asad Yaqub","One UNIQUE Technique for All IELTS READING PASSAGES By Asad Yaqub","","https://www.youtube.com/watch?v=3VeCDeQPJDE"
"TW","PQkcFbr61FI","2022-09-01T19:00:08Z","UCtjxa77NqamhVC8atV85Rog","ICT Mentorship Core Content - Month 03 - Institutional Order Flow","ICT Mentorship Core Content - Month 03 - Institutional Order Flow","2016 Premium ICT Mentorship Core Content Video Lectures Audio and visuals are exactly as they were distributed in November ...","https://www.youtube.com/watch?v=PQkcFbr61FI"
"TW","Ovz-b5nGzJw","2024-08-04T13:00:31Z","UC2I5dxN4qhaV1dw55u31JWw","How to Master Order Flow Trading (ULTIMATE In-Depth Guide)","How to Master Order Flow Trading (ULTIMATE In-Depth Guide)","Get mentored by me personally to make your first $10k trading: https://1percentclub.co/?el=marketmechanics&htrafficsource=yt ...","https://www.youtube.com/watch?v=Ovz-b5nGzJw"
"TW","TuOxEQwi4vI","2023-07-25T20:22:45Z","UCir8ZEhgIOLY__2tN1Pi0ig","Do You Sse Order Flow in Your Trading?","Do You Sse Order Flow in Your Trading?","","https://www.youtube.com/watch?v=TuOxEQwi4vI"
"TW","lPiahVDMFZU","2024-10-19T18:24:57Z","UCHvMu0C0vfg9oBQpihN5X4Q","The Fastest Way To Become Profitable In Trading Is Scalping 🤯","The Fastest Way To Become Profitable In Trading Is Scalping 🤯","","https://www.youtube.com/watch?v=lPiahVDMFZU"
"TW","1OcgqadIr5o","2022-12-11T08:00:01Z","UCKW4NbjId8jDqAc2hvL6dSg","🤢 Volume Profile + Smart Money Price Action Structure Trading Strategy","🤢 Volume Profile + Smart Money Price Action Structure Trading Strategy","short Volume Profile n Smart Money Price Action Structure Trading Strategy Please like  subscribe & comment - that helps ...","https://www.youtube.com/watch?v=1OcgqadIr5o"
"TW","kxS-9Pu0buw","2023-07-24T17:23:36Z","UCir8ZEhgIOLY__2tN1Pi0ig","Supply &amp; Demand Trading - Explained","Supply &amp; Demand Trading - Explained","","https://www.youtube.com/watch?v=kxS-9Pu0buw"
"TW","J48hfckr19o","2023-12-09T01:34:10Z","UCaQDMEJKxaqSIW7bU2W_O1Q","Perfect Fair Value Gap Trade 🚀","Perfect Fair Value Gap Trade 🚀","","https://www.youtube.com/watch?v=J48hfckr19o"
"TW","BxR3tVRS_FI","2024-04-18T15:45:03Z","UCtjxa77NqamhVC8atV85Rog","Lecture On ICT Order Blocks &amp; Tape Reading April 18  2024","Lecture On ICT Order Blocks &amp; Tape Reading April 18  2024","Government Required Risk Disclaimer and Disclosure Statement CFTC RULE 4.41 – HYPOTHETICAL OR SIMULATED ...","https://www.youtube.com/watch?v=BxR3tVRS_FI"
"TW","eXE8g_Akrsk","2023-05-19T08:15:03Z","UC3HKlZ_7gxRgef9SCxu54Lw","Using Order Flow to Enter a Trending Market","Using Order Flow to Enter a Trending Market","Entering a rallying market can be tricky. You don't want to buy the top  but at the same time you have a strong bias and can't wait ...","https://www.youtube.com/watch?v=eXE8g_Akrsk"
"TW","J-wjsissqHo","2023-12-01T00:09:49Z","UCaQDMEJKxaqSIW7bU2W_O1Q","ONLY Trading Indicator You Need | Volume Profile 💸","ONLY Trading Indicator You Need | Volume Profile 💸","","https://www.youtube.com/watch?v=J-wjsissqHo"
"TW","JEkkpHyA86s","2018-03-06T10:37:08Z","UC32mYgIHS-e3C3Eyd2tRw6g","The Reading Strategy Every English Learner Needs to Know (Step-by-Step Guide)","The Reading Strategy Every English Learner Needs to Know (Step-by-Step Guide)","Read for English fluency! This lesson explains how you can improve your English through reading. This is a powerful method so ...","https://www.youtube.com/watch?v=JEkkpHyA86s"
"TW","PcUoa5yyQ5A","2025-09-08T10:27:00Z","UCFWKvu581DpCRFfadjjIy7w","Bongkar Trik Bid Offer Saham","Bongkar Trik Bid Offer Saham","Cara tau bid offer saham yang dimanipulasi bandar dari bro @hengkyadinata21. Gimana menurut kalian?","https://www.youtube.com/watch?v=PcUoa5yyQ5A"
"TW","o-w5Gxss6T0","2025-09-24T13:00:06Z","UCQTN8r4TYJUk2OXrkHyfVSQ","3 Order-flow Trading Tricks for Beginners","3 Order-flow Trading Tricks for Beginners","We are launching our Deepcharts Orderflow Platform on november 9th  Join the launch event at https://deepcharts.com/launch ...","https://www.youtube.com/watch?v=o-w5Gxss6T0"
"TW","ZxdxY5lRCgg","2024-11-15T04:32:54Z","UCceFHHl_gpJ2wBNuBRXUDwg","Chart pattern reading ✅ indicator ❌ price action intraday strategy #nifty #banknifty #forex #shorts","Chart pattern reading ✅ indicator ❌ price action intraday strategy #nifty #banknifty #forex #shorts","","https://www.youtube.com/watch?v=ZxdxY5lRCgg"
"TW","7HD5ZG2MmeQ","2024-09-11T10:58:25Z","UCwzXx0aDwkWfCdTrQu9A9AA","Gold Trading Strategy Explained - SMC  Supply and demand  liquidity xauusd trade breakdown","Gold Trading Strategy Explained - SMC  Supply and demand  liquidity xauusd trade breakdown","Most traders understand how to analyse a chart  but not how to trade. Learn how to make $5000 per month consistently: ...","https://www.youtube.com/watch?v=7HD5ZG2MmeQ"
"TW","qdjjffIaMMo","2024-04-19T13:54:10Z","UC-luaBAGSqZ---25Wifnnhg","New Money Flow Volume Profile Is Game Changing","New Money Flow Volume Profile Is Game Changing","","https://www.youtube.com/watch?v=qdjjffIaMMo"
"HK","tvERE-Beu2U","2025-09-21T14:01:33Z","UC2GyeAMRDA4cRIiISejML2g","Trading LIVE with the #1 Scalper in the WORLD (EXTREME Accuracy)","Trading LIVE with the #1 Scalper in the WORLD (EXTREME Accuracy)","Join The Chart Fanatics FREE Discord Community for Exclusive Discounts  Giveaways  Live Events & More https://discord.gg/ ...","https://www.youtube.com/watch?v=tvERE-Beu2U"
"HK","4Qs2Le544JQ","2023-04-29T16:55:29Z","UC5eEWVXu2FQSEKKA8tLyiCQ","1000 times tested scalping trading strategy | #nifty #banknifty #shorts #youtubeshorts","1000 times tested scalping trading strategy | #nifty #banknifty #shorts #youtubeshorts","in this shorts we are showing scalping strategy for 1 min . you can use this trading strategy in nifty and Banknifty. you can also use ...","https://www.youtube.com/watch?v=4Qs2Le544JQ"
"HK","cFdpMAshkiw","2023-07-19T22:33:30Z","UC9KV4pshtiKoQF_IanKiT_w","Orderflow is better than candlestick charts !","Orderflow is better than candlestick charts !","","https://www.youtube.com/watch?v=cFdpMAshkiw"
"HK","8b5qxcKNT0s","2022-06-30T08:41:32Z","UCRA4UOCBRgv2w9b59pDMyvQ","IELTS Reading Tip 1. Find answers quickly","IELTS Reading Tip 1. Find answers quickly","IELTS Reading Time Management Hack - https://youtu.be/Y08aBMWGe-I.","https://www.youtube.com/watch?v=8b5qxcKNT0s"
"HK","6Ac38LzXj3A","2024-09-24T12:00:08Z","UC8ue0lXRPv8cqyI9W26BtBg","Master ORDER FLOW TRADING in Less than ONE HOUR!","Master ORDER FLOW TRADING in Less than ONE HOUR!","Master order flow trading in record time! Fractal Trading - Mastering Price Action & Beyond shopping cart: ...","https://www.youtube.com/watch?v=6Ac38LzXj3A"
"HK","3VeCDeQPJDE","2022-02-17T16:29:07Z","UCOtm57EUdtsWqQY7xtfTUBA","One UNIQUE Technique for All IELTS READING PASSAGES By Asad Yaqub","One UNIQUE Technique for All IELTS READING PASSAGES By Asad Yaqub","","https://www.youtube.com/watch?v=3VeCDeQPJDE"
"HK","mq-9boX5bjU","2022-10-18T17:11:51Z","UCg3B_joekBGJ1s_4fRjsMKA","The Easiest Scalping Strategy For Day Traders #daytrading","The Easiest Scalping Strategy For Day Traders #daytrading","","https://www.youtube.com/watch?v=mq-9boX5bjU"
"HK","Ovz-b5nGzJw","2024-08-04T13:00:31Z","UC2I5dxN4qhaV1dw55u31JWw","How to Master Order Flow Trading (ULTIMATE In-Depth Guide)","How to Master Order Flow Trading (ULTIMATE In-Depth Guide)","Get mentored by me personally to make your first $10k trading: https://1percentclub.co/?el=marketmechanics&htrafficsource=yt ...","https://www.youtube.com/watch?v=Ovz-b5nGzJw"
"HK","TuOxEQwi4vI","2023-07-25T20:22:45Z","UCir8ZEhgIOLY__2tN1Pi0ig","Do You Sse Order Flow in Your Trading?","Do You Sse Order Flow in Your Trading?","","https://www.youtube.com/watch?v=TuOxEQwi4vI"
"HK","lPiahVDMFZU","2024-10-19T18:24:57Z","UCHvMu0C0vfg9oBQpihN5X4Q","The Fastest Way To Become Profitable In Trading Is Scalping 🤯","The Fastest Way To Become Profitable In Trading Is Scalping 🤯","","https://www.youtube.com/watch?v=lPiahVDMFZU"
"HK","1OcgqadIr5o","2022-12-11T08:00:01Z","UCKW4NbjId8jDqAc2hvL6dSg","🤢 Volume Profile + Smart Money Price Action Structure Trading Strategy","🤢 Volume Profile + Smart Money Price Action Structure Trading Strategy","short Volume Profile n Smart Money Price Action Structure Trading Strategy Please like  subscribe & comment - that helps ...","https://www.youtube.com/watch?v=1OcgqadIr5o"
"HK","kxS-9Pu0buw","2023-07-24T17:23:36Z","UCir8ZEhgIOLY__2tN1Pi0ig","Supply &amp; Demand Trading - Explained","Supply &amp; Demand Trading - Explained","","https://www.youtube.com/watch?v=kxS-9Pu0buw"
"HK","CwHlqEBsjZY","2023-10-05T17:36:52Z","UC8UeLyUgdCyQxZek3Ov9Xfg","LIVE TRADING - How I made $12 500 trading using OrderFlow - Umar Ashraf","LIVE TRADING - How I made $12 500 trading using OrderFlow - Umar Ashraf","In this video  Umar Ashraf takes you through a live trading session that he's had. He breaks down his pre market game plan  how ...","https://www.youtube.com/watch?v=CwHlqEBsjZY"
"HK","J48hfckr19o","2023-12-09T01:34:10Z","UCaQDMEJKxaqSIW7bU2W_O1Q","Perfect Fair Value Gap Trade 🚀","Perfect Fair Value Gap Trade 🚀","","https://www.youtube.com/watch?v=J48hfckr19o"
"HK","eXE8g_Akrsk","2023-05-19T08:15:03Z","UC3HKlZ_7gxRgef9SCxu54Lw","Using Order Flow to Enter a Trending Market","Using Order Flow to Enter a Trending Market","Entering a rallying market can be tricky. You don't want to buy the top  but at the same time you have a strong bias and can't wait ...","https://www.youtube.com/watch?v=eXE8g_Akrsk"
"HK","J-wjsissqHo","2023-12-01T00:09:49Z","UCaQDMEJKxaqSIW7bU2W_O1Q","ONLY Trading Indicator You Need | Volume Profile 💸","ONLY Trading Indicator You Need | Volume Profile 💸","","https://www.youtube.com/watch?v=J-wjsissqHo"
"HK","JEkkpHyA86s","2018-03-06T10:37:08Z","UC32mYgIHS-e3C3Eyd2tRw6g","The Reading Strategy Every English Learner Needs to Know (Step-by-Step Guide)","The Reading Strategy Every English Learner Needs to Know (Step-by-Step Guide)","Read for English fluency! This lesson explains how you can improve your English through reading. This is a powerful method so ...","https://www.youtube.com/watch?v=JEkkpHyA86s"
"HK","PcUoa5yyQ5A","2025-09-08T10:27:00Z","UCFWKvu581DpCRFfadjjIy7w","Bongkar Trik Bid Offer Saham","Bongkar Trik Bid Offer Saham","Cara tau bid offer saham yang dimanipulasi bandar dari bro @hengkyadinata21. Gimana menurut kalian?","https://www.youtube.com/watch?v=PcUoa5yyQ5A"
"HK","o-w5Gxss6T0","2025-09-24T13:00:06Z","UCQTN8r4TYJUk2OXrkHyfVSQ","3 Order-flow Trading Tricks for Beginners","3 Order-flow Trading Tricks for Beginners","We are launching our Deepcharts Orderflow Platform on november 9th  Join the launch event at https://deepcharts.com/launch ...","https://www.youtube.com/watch?v=o-w5Gxss6T0"
"HK","ZxdxY5lRCgg","2024-11-15T04:32:54Z","UCceFHHl_gpJ2wBNuBRXUDwg","Chart pattern reading ✅ indicator ❌ price action intraday strategy #nifty #banknifty #forex #shorts","Chart pattern reading ✅ indicator ❌ price action intraday strategy #nifty #banknifty #forex #shorts","","https://www.youtube.com/watch?v=ZxdxY5lRCgg"
"HK","7HD5ZG2MmeQ","2024-09-11T10:58:25Z","UCwzXx0aDwkWfCdTrQu9A9AA","Gold Trading Strategy Explained - SMC  Supply and demand  liquidity xauusd trade breakdown","Gold Trading Strategy Explained - SMC  Supply and demand  liquidity xauusd trade breakdown","Most traders understand how to analyse a chart  but not how to trade. Learn how to make $5000 per month consistently: ...","https://www.youtube.com/watch?v=7HD5ZG2MmeQ"
"HK","qdjjffIaMMo","2024-04-19T13:54:10Z","UC-luaBAGSqZ---25Wifnnhg","New Money Flow Volume Profile Is Game Changing","New Money Flow Volume Profile Is Game Changing","","https://www.youtube.com/watch?v=qdjjffIaMMo"
"HK","ljk9BovCSqI","2025-07-21T17:13:11Z","UCCbv0qixG-cyokxEY3kELtg","The ONLY Orderflow Guide You&#39;ll EVER NEED","The ONLY Orderflow Guide You&#39;ll EVER NEED","In this video I'll show you how to master order flow like a true professional. This is a monumental tool to have in your arsenal.","https://www.youtube.com/watch?v=ljk9BovCSqI"
"HK","AnBlhNJPhPQ","2023-09-10T15:29:39Z","UC8UeLyUgdCyQxZek3Ov9Xfg","Do you use footprint charts in trading?","Do you use footprint charts in trading?","","https://www.youtube.com/watch?v=AnBlhNJPhPQ"
"HK","Ni6quY00dcw","2024-06-20T13:30:07Z","UCkLnsl8BxogmBE7xIWMQ_kA","My Favorite Orderflow Indicator: Beginners Guide to CVD","My Favorite Orderflow Indicator: Beginners Guide to CVD","We are about to Launch our Orderflow Platform! Join the event: https://www.deepcharts.com/ Join my free Telegram channel for ...","https://www.youtube.com/watch?v=Ni6quY00dcw"
"SG","seQ5RRI6H4c","2020-07-19T00:41:46Z","UCCn7nC3sHd9cPuQmJtjXRVA","Mock Call Sample Recording With Call Flow Guide: PART 1","Mock Call Sample Recording With Call Flow Guide: PART 1","PART 2 (BOOKING MOCK CALL): https://youtu.be/v7ZyTTnt2D8 Curious about what goes on during a mock call and how to pass ...","https://www.youtube.com/watch?v=seQ5RRI6H4c"
"SG","tvERE-Beu2U","2025-09-21T14:01:33Z","UC2GyeAMRDA4cRIiISejML2g","Trading LIVE with the #1 Scalper in the WORLD (EXTREME Accuracy)","Trading LIVE with the #1 Scalper in the WORLD (EXTREME Accuracy)","Join The Chart Fanatics FREE Discord Community for Exclusive Discounts  Giveaways  Live Events & More https://discord.gg/ ...","https://www.youtube.com/watch?v=tvERE-Beu2U"
"SG","LbO3lRXT0ww","2018-11-04T09:26:04Z","UCBMi29ZI3a15lElkXpFng7Q","Main Idea | Summarising | Reading Strategies","Main Idea | Summarising | Reading Strategies","Learn how to determine the main idea of a text. Similar to summarising  this is an important reading strategy that helps readers ...","https://www.youtube.com/watch?v=LbO3lRXT0ww"
"SG","4Qs2Le544JQ","2023-04-29T16:55:29Z","UC5eEWVXu2FQSEKKA8tLyiCQ","1000 times tested scalping trading strategy | #nifty #banknifty #shorts #youtubeshorts","1000 times tested scalping trading strategy | #nifty #banknifty #shorts #youtubeshorts","in this shorts we are showing scalping strategy for 1 min . you can use this trading strategy in nifty and Banknifty. you can also use ...","https://www.youtube.com/watch?v=4Qs2Le544JQ"
"SG","cFdpMAshkiw","2023-07-19T22:33:30Z","UC9KV4pshtiKoQF_IanKiT_w","Orderflow is better than candlestick charts !","Orderflow is better than candlestick charts !","","https://www.youtube.com/watch?v=cFdpMAshkiw"
"SG","8b5qxcKNT0s","2022-06-30T08:41:32Z","UCRA4UOCBRgv2w9b59pDMyvQ","IELTS Reading Tip 1. Find answers quickly","IELTS Reading Tip 1. Find answers quickly","IELTS Reading Time Management Hack - https://youtu.be/Y08aBMWGe-I.","https://www.youtube.com/watch?v=8b5qxcKNT0s"
"SG","g6WZyHwd7oY","2020-05-13T22:30:03Z","UCcIvNGMBSQWwo1v3n-ZRBCw","How to Read Level 2 Time and Sales  Tape Reading - Day Trading for Beginners 2025","How to Read Level 2 Time and Sales  Tape Reading - Day Trading for Beginners 2025","Learn to Day Trade: https://bit.ly/3uN3BpI Time stamps: 1:34 What is Level 2 Market Depth 5:13 What is Time and Sales (tape) ...","https://www.youtube.com/watch?v=g6WZyHwd7oY"
"SG","6Ac38LzXj3A","2024-09-24T12:00:08Z","UC8ue0lXRPv8cqyI9W26BtBg","Master ORDER FLOW TRADING in Less than ONE HOUR!","Master ORDER FLOW TRADING in Less than ONE HOUR!","Master order flow trading in record time! Fractal Trading - Mastering Price Action & Beyond shopping cart: ...","https://www.youtube.com/watch?v=6Ac38LzXj3A"
"SG","3VeCDeQPJDE","2022-02-17T16:29:07Z","UCOtm57EUdtsWqQY7xtfTUBA","One UNIQUE Technique for All IELTS READING PASSAGES By Asad Yaqub","One UNIQUE Technique for All IELTS READING PASSAGES By Asad Yaqub","","https://www.youtube.com/watch?v=3VeCDeQPJDE"
"SG","PQkcFbr61FI","2022-09-01T19:00:08Z","UCtjxa77NqamhVC8atV85Rog","ICT Mentorship Core Content - Month 03 - Institutional Order Flow","ICT Mentorship Core Content - Month 03 - Institutional Order Flow","2016 Premium ICT Mentorship Core Content Video Lectures Audio and visuals are exactly as they were distributed in November ...","https://www.youtube.com/watch?v=PQkcFbr61FI"
"SG","Ovz-b5nGzJw","2024-08-04T13:00:31Z","UC2I5dxN4qhaV1dw55u31JWw","How to Master Order Flow Trading (ULTIMATE In-Depth Guide)","How to Master Order Flow Trading (ULTIMATE In-Depth Guide)","Get mentored by me personally to make your first $10k trading: https://1percentclub.co/?el=marketmechanics&htrafficsource=yt ...","https://www.youtube.com/watch?v=Ovz-b5nGzJw"
"SG","TuOxEQwi4vI","2023-07-25T20:22:45Z","UCir8ZEhgIOLY__2tN1Pi0ig","Do You Sse Order Flow in Your Trading?","Do You Sse Order Flow in Your Trading?","","https://www.youtube.com/watch?v=TuOxEQwi4vI"
"SG","lPiahVDMFZU","2024-10-19T18:24:57Z","UCHvMu0C0vfg9oBQpihN5X4Q","The Fastest Way To Become Profitable In Trading Is Scalping 🤯","The Fastest Way To Become Profitable In Trading Is Scalping 🤯","","https://www.youtube.com/watch?v=lPiahVDMFZU"
"SG","1OcgqadIr5o","2022-12-11T08:00:01Z","UCKW4NbjId8jDqAc2hvL6dSg","🤢 Volume Profile + Smart Money Price Action Structure Trading Strategy","🤢 Volume Profile + Smart Money Price Action Structure Trading Strategy","short Volume Profile n Smart Money Price Action Structure Trading Strategy Please like  subscribe & comment - that helps ...","https://www.youtube.com/watch?v=1OcgqadIr5o"
"SG","kxS-9Pu0buw","2023-07-24T17:23:36Z","UCir8ZEhgIOLY__2tN1Pi0ig","Supply &amp; Demand Trading - Explained","Supply &amp; Demand Trading - Explained","","https://www.youtube.com/watch?v=kxS-9Pu0buw"
"SG","J48hfckr19o","2023-12-09T01:34:10Z","UCaQDMEJKxaqSIW7bU2W_O1Q","Perfect Fair Value Gap Trade 🚀","Perfect Fair Value Gap Trade 🚀","","https://www.youtube.com/watch?v=J48hfckr19o"
"SG","BxR3tVRS_FI","2024-04-18T15:45:03Z","UCtjxa77NqamhVC8atV85Rog","Lecture On ICT Order Blocks &amp; Tape Reading April 18  2024","Lecture On ICT Order Blocks &amp; Tape Reading April 18  2024","Government Required Risk Disclaimer and Disclosure Statement CFTC RULE 4.41 – HYPOTHETICAL OR SIMULATED ...","https://www.youtube.com/watch?v=BxR3tVRS_FI"
"SG","eXE8g_Akrsk","2023-05-19T08:15:03Z","UC3HKlZ_7gxRgef9SCxu54Lw","Using Order Flow to Enter a Trending Market","Using Order Flow to Enter a Trending Market","Entering a rallying market can be tricky. You don't want to buy the top  but at the same time you have a strong bias and can't wait ...","https://www.youtube.com/watch?v=eXE8g_Akrsk"
"SG","J-wjsissqHo","2023-12-01T00:09:49Z","UCaQDMEJKxaqSIW7bU2W_O1Q","ONLY Trading Indicator You Need | Volume Profile 💸","ONLY Trading Indicator You Need | Volume Profile 💸","","https://www.youtube.com/watch?v=J-wjsissqHo"
"SG","JEkkpHyA86s","2018-03-06T10:37:08Z","UC32mYgIHS-e3C3Eyd2tRw6g","The Reading Strategy Every English Learner Needs to Know (Step-by-Step Guide)","The Reading Strategy Every English Learner Needs to Know (Step-by-Step Guide)","Read for English fluency! This lesson explains how you can improve your English through reading. This is a powerful method so ...","https://www.youtube.com/watch?v=JEkkpHyA86s"
"SG","PcUoa5yyQ5A","2025-09-08T10:27:00Z","UCFWKvu581DpCRFfadjjIy7w","Bongkar Trik Bid Offer Saham","Bongkar Trik Bid Offer Saham","Cara tau bid offer saham yang dimanipulasi bandar dari bro @hengkyadinata21. Gimana menurut kalian?","https://www.youtube.com/watch?v=PcUoa5yyQ5A"
"SG","o-w5Gxss6T0","2025-09-24T13:00:06Z","UCQTN8r4TYJUk2OXrkHyfVSQ","3 Order-flow Trading Tricks for Beginners","3 Order-flow Trading Tricks for Beginners","We are launching our Deepcharts Orderflow Platform on november 9th  Join the launch event at https://deepcharts.com/launch ...","https://www.youtube.com/watch?v=o-w5Gxss6T0"
"SG","ZxdxY5lRCgg","2024-11-15T04:32:54Z","UCceFHHl_gpJ2wBNuBRXUDwg","Chart pattern reading ✅ indicator ❌ price action intraday strategy #nifty #banknifty #forex #shorts","Chart pattern reading ✅ indicator ❌ price action intraday strategy #nifty #banknifty #forex #shorts","","https://www.youtube.com/watch?v=ZxdxY5lRCgg"
"SG","7HD5ZG2MmeQ","2024-09-11T10:58:25Z","UCwzXx0aDwkWfCdTrQu9A9AA","Gold Trading Strategy Explained - SMC  Supply and demand  liquidity xauusd trade breakdown","Gold Trading Strategy Explained - SMC  Supply and demand  liquidity xauusd trade breakdown","Most traders understand how to analyse a chart  but not how to trade. Learn how to make $5000 per month consistently: ...","https://www.youtube.com/watch?v=7HD5ZG2MmeQ"
"SG","qdjjffIaMMo","2024-04-19T13:54:10Z","UC-luaBAGSqZ---25Wifnnhg","New Money Flow Volume Profile Is Game Changing","New Money Flow Volume Profile Is Game Changing","","https://www.youtube.com/watch?v=qdjjffIaMMo"
